arquivo;sha256;link_verificacao;modo;status
ata_snapshot.json;19aaf8da973f491793283039ab77326be0aa264933ccfb8644bcef58e390ed87;https://veridisattestation.com/a/eyJoIjoiMHgxOWFhZjhkYTk3M2Y0OTE3OTMyODMwMzlhYjc3MzI2YmUwYWEyNjQ5MzNjY2ZiODY0NGJjZWY1OGUzOTBlZDg3IiwicCI6IjB4ZTJjZDIwMGIzMTJlNTk3Yjg3OTMxMGIyZTg5YzMyZDNmYzNlZjc3YjlkYWY0NjUzMmU1MjA3OTlmMjE1NThmMyIsImUiOiIweDE5YWFmOGRhOTczZjQ5MTc5MzI4MzAzOWFiNzczMjZiZTBhYTI2NDkzM2NjZmI4NjQ0YmNlZjU4ZTM5MGVkODciLCJ0IjoxNzg4MjEwOTY0ODk4LCJuIjoiYXRhX3NuYXBzaG90Lmpzb24iLCJyIjoxLCJtIjoiMHgyNmIyZTUxZDI2ZmRkYzI1MGViYTJiNDNjMGZiOTllZDA2YjE0NWNlYjhiYWIzMzFmMjJlNmI3MDA5MzE1Mjk5IiwiaSI6IlZlcmlkaXMiLCJjIjoiMHg1MzhiMDQwM2VhNjVkNGU2YTQwYzk4NTk5NjIwZjY0MThmZDIxMjg1YzhjOWZjMjlmNTFjNmNhYTE5MmRmZjc0In0._8i-9UXnkci-jgrEqJeONG_nnFL_lvAcwPk_hf_Mdy4;hardware;finalizado + verificado ✓
