arquivo;sha256;link_verificacao;modo;status
ata_snapshot.json;0f930d6556a94481925f541619c08cbb606400a8000b88fb7b39a387200b793f;https://veridisattestation.com/a/eyJoIjoiMHgwZjkzMGQ2NTU2YTk0NDgxOTI1ZjU0MTYxOWMwOGNiYjYwNjQwMGE4MDAwYjg4ZmI3YjM5YTM4NzIwMGI3OTNmIiwicCI6IjB4M2FjNzBhZDgxNmNmYjQyMmFkNTg2NjAwNmQwZmY3YzkwZjVmZGM4NzFmZjRjZDQzZjEwMzI4YmRhZDgyMjc4NyIsImUiOiIweDBmOTMwZDY1NTZhOTQ0ODE5MjVmNTQxNjE5YzA4Y2JiNjA2NDAwYTgwMDBiODhmYjdiMzlhMzg3MjAwYjc5M2YiLCJ0IjoxNzg4MjEwOTc0MzU0LCJuIjoiYXRhX3NuYXBzaG90Lmpzb24iLCJyIjoxLCJtIjoiMHgyNmIyZTUxZDI2ZmRkYzI1MGViYTJiNDNjMGZiOTllZDA2YjE0NWNlYjhiYWIzMzFmMjJlNmI3MDA5MzE1Mjk5IiwiaSI6IlZlcmlkaXMiLCJjIjoiMHg1MzhiMDQwM2VhNjVkNGU2YTQwYzk4NTk5NjIwZjY0MThmZDIxMjg1YzhjOWZjMjlmNTFjNmNhYTE5MmRmZjc0In0.m2OQpduv7u8neG_EFx5bexCG1xofXw4nmbnYshdMGeY;hardware;finalizado + verificado ✓
