arquivo;sha256;link_verificacao;modo;status
ata_snapshot.json;9280f49a52c706ca3656d99b3a6b43ac927ba4537bb1e53f8e9e03dbeb29236c;https://veridisattestation.com/a/eyJoIjoiMHg5MjgwZjQ5YTUyYzcwNmNhMzY1NmQ5OWIzYTZiNDNhYzkyN2JhNDUzN2JiMWU1M2Y4ZTllMDNkYmViMjkyMzZjIiwicCI6IjB4ZDhkMTkyNGI3MzQ0NDIyM2Y4MGIwNDY5ZDNkNGI3Nzc3ZDlmMjAyM2FkYzM4NWM0ODc0ZWY5ZDkzZDEzMzI3NyIsImUiOiIweDkyODBmNDlhNTJjNzA2Y2EzNjU2ZDk5YjNhNmI0M2FjOTI3YmE0NTM3YmIxZTUzZjhlOWUwM2RiZWIyOTIzNmMiLCJ0IjoxNzg4MjExMDczMDI5LCJuIjoiYXRhX3NuYXBzaG90Lmpzb24iLCJyIjoxLCJtIjoiMHgyNmIyZTUxZDI2ZmRkYzI1MGViYTJiNDNjMGZiOTllZDA2YjE0NWNlYjhiYWIzMzFmMjJlNmI3MDA5MzE1Mjk5IiwiaSI6IlZlcmlkaXMiLCJjIjoiMHg1MzhiMDQwM2VhNjVkNGU2YTQwYzk4NTk5NjIwZjY0MThmZDIxMjg1YzhjOWZjMjlmNTFjNmNhYTE5MmRmZjc0In0.diGOO7WUnxj3dHMrP5H1DK6j_XAxInDp7tSf8vVlGPY;hardware;finalizado + verificado ✓
