"complexo","num","estrutura","operador","tipo","estrutura_maior","contrato","contrato_status","instalada","idade_anos","lamina_m","lat","lon"
"1052","1","D (Cyrus)","GOM Shelf LLC","FIXED","Y","G02719","TERMIN","2002-05-11","24.3","440","27.91022528","-94.39643889"
"1702","1","G","GOM Shelf LLC","CAIS","N","00479","TERMIN","2005-09-09","20.9","19","29.22700774","-91.60303359"
"1822","1","M","GOM Shelf LLC","FIXED","N","G13917","TERMIN","2006-02-10","20.5","87","28.57070309","-91.01020194"
"21799","1","A","Talos ERT LLC","FIXED","Y","G02280","TERMIN","1974-01-01","52.6","215","28.310013","-92.009141"
"21800","1","C","Talos ERT LLC","FIXED","Y","G02280","TERMIN","1975-01-01","51.6","216","28.299618","-91.992497"
"21842","1","B","Talos ERT LLC","FIXED","Y","G02280","TERMIN","1974-01-01","52.6","215","28.29795625","-92.01181311"
"21842","2","D","Talos ERT LLC","FIXED","Y","G02280","TERMIN","1978-01-01","48.6","215","28.29896948","-92.01101537"
"21930","1","A","Talos ERT LLC","FIXED","Y","G02572","TERMIN","1976-01-01","50.6","218","28.270285","-92.263555"
"23096","1","E","Talos ERT LLC","FIXED","Y","G02280","TERMIN","1985-01-01","41.6","214","28.309757","-91.988931"
"23666","1","A","Talos ERT LLC","FIXED","Y","G06655","TERMIN","1988-01-01","38.6","313","28.07403","-92.698957"
"10093","1","A","Talos Energy Ventures, LLC","FIXED","Y","G03061","TERMIN","1977-01-01","49.6","260","27.727052","-96.191056"
"276","1","A","Talos Energy Ventures, LLC","FIXED","Y","G10910","TERMIN","1999-01-03","27.6","307","29.28542746","-88.17948374"
"289","1","C","Talos Energy Ventures, LLC","FIXED","N","G16515","TERMIN","1998-11-26","27.7","302","29.28882774","-88.21179237"
"23970","1","#8","Talos Petroleum LLC","CAIS","N","G05541","TERMIN","1992-03-12","34.4","24","28.89258579","-90.79569786"
"2531","1","G","Talos Energy Ventures, LLC","FIXED","N","G27083","TERMIN","2013-06-05","13.2","106","28.72885577","-91.87601258"
"20285","3","G","Guardian Decommissioning I, LLC","FIXED","Y","G01608","RELINQ","1985-01-01","41.6","185","29.056754","-88.964269"
"20285","2","D","Guardian Decommissioning I, LLC","FIXED","Y","G01608","RELINQ","1977-01-01","49.6","185","29.0569402","-88.96363215"
"20285","1","A","Guardian Decommissioning I, LLC","FIXED","Y","G01608","RELINQ","1971-01-01","55.6","185","29.05791912","-88.96421657"
"20319","1","B","Guardian Decommissioning I, LLC","FIXED","Y","G01608","RELINQ","1972-01-01","54.6","206","29.044284","-88.9666"
"20319","2","E","Guardian Decommissioning I, LLC","FIXED","Y","G01608","RELINQ","1980-01-01","46.6","206","29.04404954","-88.96686821"
"22717","1","A","Guardian Decommissioning I, LLC","FIXED","Y","G01612","RELINQ","1982-01-01","44.6","258","29.054785","-88.936622"
"10178","1","A (Cerveza)","Guardian Decommissioning I, LLC","FIXED","Y","G02647","TERMIN","1981-01-01","45.6","935","27.832726","-94.551311"
"20106","1","F","White Fleet Operating, LLC","FIXED","N","G01085","RELINQ","1968-01-01","58.6","180","28.96861","-89.655322"
"20114","1","A","White Fleet Operating, LLC","FIXED","Y","G01089","RELINQ","1964-01-01","62.6","183","28.93836154","-89.66049595"
"20114","2","E","White Fleet Operating, LLC","FIXED","Y","G01089","RELINQ","1973-01-01","53.6","183","28.938358","-89.660202"
"20114","3","B","White Fleet Operating, LLC","FIXED","Y","G01089","RELINQ","1968-01-01","58.6","183","28.93789519","-89.65973151"
"20226","1","D","White Fleet Operating, LLC","FIXED","Y","00841","RELINQ","1967-01-01","59.6","228","28.864884","-89.607329"
"20227","1","C","White Fleet Operating, LLC","FIXED","Y","00841","RELINQ","1965-01-01","61.6","228","28.861435","-89.631954"
"20228","1","B","White Fleet Operating, LLC","FIXED","Y","00840","RELINQ","1965-01-01","61.6","228","28.865498","-89.644076"
"20229","1","A","White Fleet Operating, LLC","FIXED","N","00840","RELINQ","1965-01-01","61.6","223","28.861953","-89.65684"
"20493","1","D","White Fleet Operating, LLC","FIXED","Y","G01085","RELINQ","1964-01-01","62.6","172","28.959757","-89.663233"
"20632","1","A","White Fleet Operating, LLC","FIXED","Y","G01361","RELINQ","1965-01-01","61.6","55","28.985354","-90.161417"
"20632","2","A-QRT","White Fleet Operating, LLC","FIXED","N","G01361","RELINQ","1971-01-01","55.6","55","28.985357","-90.16173"
"21590","1","A","White Fleet Operating, LLC","FIXED","Y","G02193","TERMIN","1973-01-01","53.6","165","29.293869","-88.861681"
"21749","1","E","White Fleet Operating, LLC","FIXED","N","G02620","RELINQ","1974-01-01","52.6","62","28.965362","-90.170736"
"21776","1","A","White Fleet Operating, LLC","FIXED","Y","G02161","RELINQ","1973-01-01","53.6","150","28.738287","-90.026164"
"21778","1","B","White Fleet Operating, LLC","FIXED","Y","G02193","TERMIN","1973-01-01","53.6","150","29.295539","-88.842289"
"21782","1","C","White Fleet Operating, LLC","FIXED","Y","G01870","RELINQ","1971-01-01","55.6","53","28.97847448","-90.17630189"
"21782","2","D-QTRS","White Fleet Operating, LLC","FIXED","Y","G01870","RELINQ","1971-01-01","55.6","53","28.97936435","-90.17586323"
"21782","4","BS-1","White Fleet Operating, LLC","FIXED","N","G01870","RELINQ","1981-01-01","45.6","53","28.9825","-90.17527778"
"21782","5","BS-2","White Fleet Operating, LLC","FIXED","N","G01870","RELINQ","1981-01-01","45.6","53","28.9825","-90.17527778"
"21782","3","F","White Fleet Operating, LLC","FIXED","Y","G01870","RELINQ","1979-01-01","47.6","53","28.98207136","-90.17504402"
"22087","1","C","White Fleet Operating, LLC","FIXED","Y","G01614","RELINQ","1974-01-01","52.6","264","29.029458","-88.94272"
"22087","2","D","White Fleet Operating, LLC","FIXED","Y","G01614","RELINQ","1977-01-01","49.6","264","29.02894475","-88.94369973"
"22224","1","A","White Fleet Operating, LLC","FIXED","Y","G02968","TERMIN","1978-01-01","48.6","428","28.642636","-89.794241"
"22662","1","B","White Fleet Operating, LLC","FIXED","Y","G01618","TERMIN","1982-02-09","44.5","422","28.680464","-89.387596"
"23407","1","G","White Fleet Operating, LLC","FIXED","N","G01085","RELINQ","1968-01-01","58.6","162","28.975714","-89.655291"
"23415","1","E","White Fleet Operating, LLC","FIXED","Y","00842","RELINQ","1987-01-01","39.6","237","28.851336","-89.601086"
"23439","1","A","White Fleet Operating, LLC","FIXED","Y","G05051","TERMIN","1986-01-01","40.6","356","28.801633","-89.299976"
"23826","1","B","White Fleet Operating, LLC","FIXED","N","G05612","TERMIN","1990-01-01","36.6","161","28.433669","-90.346932"
"20558","1","D","White Fleet Operating, LLC","FIXED","Y","G01523","TERMIN","1973-01-01","53.6","100","28.536636","-90.980598"
"20630","1","A","White Fleet Operating, LLC","FIXED","Y","G01520","TERMIN","1968-01-01","58.6","108","28.52923","-91.099355"
"20630","2","A-GEN","White Fleet Operating, LLC","FIXED","Y","G01520","TERMIN","1968-01-01","58.6","108","28.529231","-91.099667"
"20630","3","A-PRD","White Fleet Operating, LLC","FIXED","Y","G01520","TERMIN","1970-01-01","56.6","108","28.52923","-91.099044"
"20687","1","B","White Fleet Operating, LLC","FIXED","Y","00423","TERMIN","1964-01-01","62.6","65","28.747864","-91.367972"
"20806","1","F","White Fleet Operating, LLC","FIXED","Y","00071","RELINQ","1957-01-01","69.6","37","28.93022474","-90.71171911"
"20885","2","PRD","White Fleet Operating, LLC","FIXED","Y","00050","TERMIN","1955-01-01","71.6","37","28.979049","-91.4727"
"20885","4","CMP1","White Fleet Operating, LLC","FIXED","Y","00050","TERMIN","1955-01-01","71.6","37","28.978445","-91.472074"
"21206","1","C","White Fleet Operating, LLC","FIXED","Y","G01524","TERMIN","1970-01-01","56.6","110","28.505567","-90.970183"
"21301","1","C","White Fleet Operating, LLC","FIXED","Y","G02103","RELINQ","1972-01-01","54.6","152","28.474792","-91.364842"
"21303","1","D","White Fleet Operating, LLC","FIXED","Y","G02103","RELINQ","1972-01-01","54.6","155","28.483668","-91.349733"
"21304","1","A","White Fleet Operating, LLC","FIXED","Y","G01959","RELINQ","1970-01-01","56.6","158","28.464936","-91.390146"
"21304","2","B","White Fleet Operating, LLC","FIXED","Y","G01959","RELINQ","1971-01-01","55.6","158","28.464936","-91.390457"
"21452","1","B","White Fleet Operating, LLC","FIXED","Y","G01220","TERMIN","1964-01-01","62.6","80","28.832456","-91.730164"
"21566","1","A","White Fleet Operating, LLC","FIXED","Y","G00985","RELINQ","1964-01-01","62.6","170","28.453565","-91.456432"
"21567","1","B","White Fleet Operating, LLC","FIXED","Y","G00985","RELINQ","1966-01-01","60.6","170","28.459091","-91.464851"
"21568","1","C","White Fleet Operating, LLC","FIXED","Y","G00985","RELINQ","1968-01-01","58.6","160","28.477573","-91.440893"
"21962","1","A","White Fleet Operating, LLC","FIXED","Y","G02910","TERMIN","1976-01-01","50.6","262","28.22304","-91.537403"
"21988","4","B","White Fleet Operating, LLC","FIXED","Y","G02925","TERMIN","1979-01-01","47.6","30","28.947982","-90.723508"
"22428","1","JA","White Fleet Operating, LLC","FIXED","Y","G03152","TERMIN","1980-01-01","46.6","67","28.910908","-91.74479"
"22441","2","B","White Fleet Operating, LLC","FIXED","Y","G02919","TERMIN","1982-01-01","44.6","35","28.91866537","-90.77403776"
"22441","1","A","White Fleet Operating, LLC","FIXED","Y","G02919","TERMIN","1981-01-01","45.6","35","28.919239","-90.774377"
"23167","1","A","White Fleet Operating, LLC","FIXED","Y","G05551","TERMIN","1985-01-01","41.6","85","28.5989704","-91.20642684"
"23289","1","C","White Fleet Operating, LLC","FIXED","Y","G02319","TERMIN","1986-01-01","40.6","287","28.184442","-91.506652"
"26018","2","A-AUX","White Fleet Operating, LLC","FIXED","N","G12941","TERMIN","1997-01-01","29.6","50","28.75067962","-91.23938723"
"26018","1","A","White Fleet Operating, LLC","MOPU","Y","G12941","TERMIN","1993-03-21","33.4","50","28.750669","-91.239418"
"20066","2","D","White Fleet Operating, LLC","FIXED","Y","G01198","TERMIN","1977-01-01","49.6","128","28.64419","-91.948172"
"20067","1","C","White Fleet Operating, LLC","FIXED","Y","G01198","TERMIN","1967-01-01","59.6","129","28.64671","-91.937446"
"20507","1","CF","White Fleet Operating, LLC","FIXED","Y","G01440","TERMIN","1969-01-01","57.6","35","29.588333","-92.899719"
"20706","1","A","White Fleet Operating, LLC","FIXED","Y","G01181","TERMIN","1969-01-01","57.6","65","28.973223","-91.961746"
"20734","1","A-DRL","White Fleet Operating, LLC","FIXED","Y","G01955","EXPIR","1971-01-01","55.6","165","28.51245403","-92.45182498"
"20734","2","A-PRD","White Fleet Operating, LLC","FIXED","Y","G01955","EXPIR","1972-01-01","54.6","165","28.51162919","-92.45181587"
"21459","1","E","White Fleet Operating, LLC","FIXED","Y","00786","EXPIR","1969-01-01","57.6","98","28.770067","-91.890446"
"21843","1","C","White Fleet Operating, LLC","FIXED","Y","G02600","TERMIN","1975-01-01","51.6","30","29.085762","-91.873676"
"22040","1","E","White Fleet Operating, LLC","FIXED","Y","G02600","TERMIN","1977-01-01","49.6","43","29.065775","-91.872364"
"22107","1","A","White Fleet Operating, LLC","FIXED","Y","G03328","TERMIN","1979-01-01","47.6","153","28.533561","-92.592241"
"22355","1","A","White Fleet Operating, LLC","FIXED","Y","G02580","TERMIN","1980-01-01","46.6","340","28.06001","-92.271206"
"10042","1","1","White Fleet Operating, LLC","CAIS","N","G01848","TERMIN","1968-01-01","58.6","40","29.244801","-93.792391"
"10058","1","A","White Fleet Operating, LLC","FIXED","Y","G02393","TERMIN","1975-01-01","51.6","327","27.925918","-93.944508"
"10066","1","B","White Fleet Operating, LLC","FIXED","Y","G02393","TERMIN","1975-01-01","51.6","336","27.90341","-93.958929"
"10070","1","5","White Fleet Operating, LLC","FIXED","N","G01848","TERMIN","1976-01-01","50.6","49","29.27174134","-93.78466137"
"10070","2","CPF","White Fleet Operating, LLC","FIXED","Y","G01848","TERMIN","1976-01-01","50.6","49","29.27174122","-93.78465823"
"10082","1","A","White Fleet Operating, LLC","FIXED","Y","G03236","TERMIN","1976-01-01","50.6","54","29.180518","-94.521214"
"10135","1","A","White Fleet Operating, LLC","FIXED","Y","G02433","TERMIN","1979-10-31","46.8","314","28.001381","-93.525042"
"10140","1","D","White Fleet Operating, LLC","FIXED","Y","G02721","TERMIN","1980-01-01","46.6","395","27.867269","-93.991029"
"10140","2","CF","White Fleet Operating, LLC","FIXED","N","G02721","TERMIN","1983-01-01","43.6","395","27.866694","-93.991113"
"10175","1","A","White Fleet Operating, LLC","FIXED","Y","G02754","TERMIN","1981-01-01","45.6","328","27.961968","-93.67089"
"10223","1","A-PROCESS","White Fleet Operating, LLC","FIXED","Y","G17182","RELINQ","1982-09-20","43.9","182","28.26514945","-94.07738521"
"10265","1","E","White Fleet Operating, LLC","FIXED","Y","G02722","TERMIN","1985-01-01","41.6","348","27.886119","-93.984389"
"10300","1","F","White Fleet Operating, LLC","FIXED","Y","G02757","TERMIN","1986-01-01","40.6","345","27.913191","-93.9351"
"10464","1","A","White Fleet Operating, LLC","FIXED","Y","G06069","TERMIN","1988-01-01","38.6","70","28.396653","-95.861906"
"21142","2","A-AUX1","White Fleet Operating, LLC","FIXED","Y","00081","TERMIN","1958-01-01","68.6","40","29.51829","-93.284043"
"21142","1","A","White Fleet Operating, LLC","FIXED","Y","00081","TERMIN","1955-01-01","71.6","40","29.518285","-93.284358"
"21142","3","H","White Fleet Operating, LLC","FIXED","N","00081","TERMIN","2006-12-01","19.7","40","29.51904121","-93.28400419"
"21700","1","G","White Fleet Operating, LLC","FIXED","Y","00247","TERMIN","1973-01-01","53.6","42","29.55915936","-93.14566008"
"21700","2","H","White Fleet Operating, LLC","FIXED","N","00247","TERMIN","1984-01-01","42.6","42","29.559392","-93.145696"
"21700","3","G-AUX","White Fleet Operating, LLC","FIXED","Y","00247","TERMIN","1990-01-01","36.6","42","29.55898","-93.145858"
"21714","1","A","White Fleet Operating, LLC","FIXED","Y","G02015","TERMIN","1973-01-01","53.6","192","28.258487","-93.371036"
"21755","1","A","White Fleet Operating, LLC","FIXED","Y","G01860","TERMIN","1976-01-01","50.6","31","29.652047","-93.121848"
"21997","1","B","White Fleet Operating, LLC","FIXED","Y","G02826","RELINQ","1976-01-01","50.6","31","29.646302","-93.142043"
"22021","1","JA","White Fleet Operating, LLC","FIXED","Y","G02825","RELINQ","1977-01-01","49.6","35","29.627548","-93.172415"
"22021","2","JA-AUX","White Fleet Operating, LLC","FIXED","N","G02825","RELINQ","2003-04-22","23.3","35","29.62776427","-93.17214134"
"22286","1","E","White Fleet Operating, LLC","FIXED","Y","G02826","RELINQ","1979-01-01","47.6","36","29.616882","-93.150945"
"10225","1","C","White Fleet Operating, LLC","FIXED","Y","G05000","TERMIN","1983-01-01","43.6","87","28.101776","-96.381066"
"10310","1","A","White Fleet Operating, LLC","FIXED","Y","G33388","TERMIN","1987-01-01","39.6","156","26.832681","-96.939898"
"10345","1","JA","White Fleet Operating, LLC","FIXED","Y","G05953","TERMIN","1989-01-01","37.6","155","26.8421376","-96.98003924"
"24159","1","F","White Fleet Operating, LLC","FIXED","Y","G12360","RELINQ","1993-12-07","32.7","213","28.880468","-89.663137"
"10597","1","B","White Fleet Operating, LLC","FIXED","Y","G02754","TERMIN","1994-01-01","32.6","341","27.933598","-93.669386"
"10391","1","D","White Fleet Operating, LLC","FIXED","N","G05000","TERMIN","1995-01-01","31.6","86","28.10214157","-96.36986722"
"24216","1","D","White Fleet Operating, LLC","FIXED","Y","G07799","TERMIN","1995-03-19","31.4","390","28.72001853","-89.43078669"
"32026","1","E","White Fleet Operating, LLC","FIXED","Y","G01522","TERMIN","1995-06-24","31.1","100","28.55044303","-91.00018995"
"28036","1","A","White Fleet Operating, LLC","FIXED","N","G14188","RELINQ","1996-02-14","30.5","183","28.29094093","-94.08953005"
"27066","1","G","White Fleet Operating, LLC","CAIS","N","G14456","RELINQ","1996-04-03","30.4","44","29.07364429","-91.89925014"
"80002","1","A","White Fleet Operating, LLC","FIXED","N","G15288","TERMIN","1997-01-02","29.6","80","28.59330114","-91.0697027"
"50010","1","B","White Fleet Operating, LLC","FIXED","Y","G03520","TERMIN","1998-03-13","28.4","159","28.45387506","-93.47170393"
"50010","2","B-AUX","White Fleet Operating, LLC","FIXED","Y","G03520","TERMIN","1998-03-13","28.4","159","28.45313676","-93.47144876"
"209","1","JA","White Fleet Operating, LLC","FIXED","N","G17199","TERMIN","1998-07-11","28.1","235","28.05664117","-94.02297862"
"70016","1","A (Spirit)","White Fleet Operating, LLC","FIXED","Y","G06884","TERMIN","1998-07-03","28.1","722","29.23724893","-88.10836682"
"410","1","A","White Fleet Operating, LLC","FIXED","Y","G13645","TERMIN","1999-07-22","27.1","269","28.75091405","-89.71540328"
"463","1","B","White Fleet Operating, LLC","FIXED","Y","G02433","TERMIN","1999-08-28","27","342","27.97170418","-93.51782321"
"900","1","A","White Fleet Operating, LLC","FIXED","N","G15395","TERMIN","2001-05-19","25.2","231","29.28452837","-88.44334494"
"952","1","H","White Fleet Operating, LLC","FIXED","Y","G14456","RELINQ","2002-03-07","24.4","42","29.08340423","-91.89156028"
"1013","1","G","White Fleet Operating, LLC","FIXED","N","G05612","TERMIN","2001-08-17","25","165","28.45372522","-90.38341283"
"1069","1","I","White Fleet Operating, LLC","CAIS","N","G14456","RELINQ","2002-07-08","24.1","44","29.07917263","-91.88686639"
"1153","1","A","White Fleet Operating, LLC","FIXED","N","G17754","TERMIN","2002-10-14","23.8","32","29.65965057","-93.66732611"
"1216","1","B","White Fleet Operating, LLC","CAIS","N","G20660","TERMIN","2003-02-11","23.5","55","29.09359814","-94.38575542"
"1337","1","17","White Fleet Operating, LLC","CAIS","N","G01848","TERMIN","2003-11-17","22.7","51","29.24273559","-93.80873435"
"1332","1","G","White Fleet Operating, LLC","CAIS","N","G01870","RELINQ","2004-01-21","22.6","60","28.98149476","-90.18946797"
"1748","1","A","White Fleet Operating, LLC","CAIS","N","G24730","TERMIN","2005-08-11","21","49","29.31747051","-93.70118847"
"1762","1","D","White Fleet Operating, LLC","FIXED","N","G15263","TERMIN","2006-03-07","20.4","280","28.2145257","-91.82481316"
"1812","1","B","White Fleet Operating, LLC","FIXED","Y","G25605","RELINQ","2006-04-24","20.3","242","28.09530821","-93.86948936"
"1917","1","C","White Fleet Operating, LLC","FIXED","Y","G02429","TERMIN","2007-02-19","19.5","284","28.04333667","-93.49524099"
"2245","1","C","White Fleet Operating, LLC","FIXED","N","G02754","TERMIN","2009-06-04","17.2","332","27.96213302","-93.644578"
"2343","1","A","White Fleet Operating, LLC","FIXED","N","G32268","TERMIN","2010-02-26","16.5","128","29.71974488","-88.38333547"
"2534","1","H","White Fleet Operating, LLC","CAIS","N","G01870","RELINQ","2013-09-09","12.9","60","28.9845536","-90.17957538"
"22771","1","A","DANOS, L.L.C.","FIXED","Y","G02893","RELINQ","1982-01-01","44.6","17","29.355288","-91.779683"
"20682","1","122","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1962-01-01","64.6","24","28.975867","-89.242271"
"20742","1","T","Nugulf Operating, L.L.C.","FIXED","N","00353","TERMIN","1966-01-01","60.6","36","28.983881","-89.248229"
"21042","1","8","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1959-01-01","67.6","35","28.974909","-89.26668"
"21165","1","6 V","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1959-01-01","67.6","14","28.974843","-89.262553"
"21166","1","3","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1973-01-01","53.6","14","28.97636139","-89.24394373"
"21167","1","201 V","Nugulf Operating, L.L.C.","FIXED","N","00353","TERMIN","1973-01-01","53.6","14","28.977237","-89.262598"
"21229","2","VV-AUX","Nugulf Operating, L.L.C.","FIXED","Y","00694","TERMIN","1968-01-01","58.6","56","28.970721","-89.265155"
"21229","1","V","Nugulf Operating, L.L.C.","FIXED","Y","00694","TERMIN","1960-01-01","66.6","56","28.970704","-89.264139"
"21669","1","5","Nugulf Operating, L.L.C.","FIXED","N","00693","TERMIN","1968-01-01","58.6","60","28.97198563","-89.27539055"
"21797","1","229 T","Nugulf Operating, L.L.C.","FIXED","N","00353","TERMIN","1975-01-01","51.6","40","28.97932","-89.250085"
"21942","1","157","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1976-01-01","50.6","45","28.971891","-89.246613"
"22247","1","193","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1979-01-01","47.6","48","28.97475948","-89.25780698"
"22401","1","235 T","Nugulf Operating, L.L.C.","FIXED","N","00353","TERMIN","1980-01-01","46.6","36","28.98250911","-89.23884617"
"22403","1","267 V","Nugulf Operating, L.L.C.","FIXED","N","00353","TERMIN","1980-01-01","46.6","36","28.97998773","-89.25935071"
"22433","1","189","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1979-01-01","47.6","36","28.96691122","-89.2396645"
"23880","1","45","Nugulf Operating, L.L.C.","FIXED","N","00353","TERMIN","1965-01-01","61.6","50","28.978473","-89.262478"
"20741","1","TT","Nugulf Operating, L.L.C.","FIXED","Y","00353","TERMIN","1966-01-01","60.6","36","28.984026","-89.248695"
"19","1","11""A""","Nugulf Operating, L.L.C.","FIXED","N","00693","TERMIN","1996-04-10","30.3","82","28.9599389","-89.27467968"
"90028","1","A","Talos ERT LLC","FIXED","Y","G15161","TERMIN","1997-12-05","28.7","446","27.93867412","-92.96392415"
"932","1","A","Talos ERT LLC","FIXED","N","G15156","TERMIN","2001-06-02","25.2","322","28.06801472","-92.65965014"
"993","1","A","Talos ERT LLC","CAIS","N","G21618","TERMIN","2001-07-17","25.1","156","28.52734159","-91.88439633"
"21862","1","A","Deepwater Abandonment Alternatives, Inc.","FIXED","Y","G01216","TERMIN","1975-01-01","51.6","239","28.251497","-91.863301"
"21754","1","A","Deepwater Abandonment Alternatives, Inc.","FIXED","Y","G02220","TERMIN","1974-01-01","52.6","148","28.481196","-93.075494"
"24","1","C","Deepwater Abandonment Alternatives, Inc.","FIXED","Y","G01216","TERMIN","1997-08-02","29","228","28.27304944","-91.86598694"
"20138","1","B","Talos Third Coast LLC","FIXED","Y","G01140","TERMIN","1969-01-01","57.6","140","28.704108","-92.315478"
"20638","1","A","Talos Third Coast LLC","FIXED","Y","G01140","TERMIN","1965-01-01","61.6","122","28.71789","-92.331302"
"20638","2","CF","Talos Third Coast LLC","FIXED","Y","G01140","TERMIN","1968-01-01","58.6","122","28.717893","-92.33099"
"703","1","A","Talos Third Coast LLC","FIXED","N","G17942","TERMIN","2000-04-20","26.3","205","28.33639746","-92.04999329"
"1914","1","G","Talos Third Coast LLC","FIXED","Y","G16500","TERMIN","2006-10-15","19.8","157","29.33592248","-88.80535829"
"581","1","A","Promethean Operating II LLC","FIXED","Y","G15239","TERMIN","2000-05-01","26.3","12","29.26034686","-91.46038359"
"581","2","#4","Promethean Operating II LLC","FIXED","N","G15239","TERMIN","2004-12-20","21.6","12","29.26030558","-91.46040549"
"630","1","2","Promethean Operating II LLC","CAIS","N","G15239","TERMIN","2000-05-21","26.2","10","29.25495278","-91.44619167"
