"complexo","num","estrutura","operador","tipo","estrutura_maior","contrato","contrato_status","instalada","idade_anos","lamina_m","lat","lon"
"24103","1","C","Sanare Energy Partners, LLC","FIXED","Y","G05687","TERMIN","1992-03-27","34.4","375","28.71832","-89.393091"
"23932","1","A","Sanare Energy Partners, LLC","FIXED","Y","G05498","TERMIN","1990-01-01","36.6","80","28.732422","-91.607955"
"10128","1","A","Sanare Energy Partners, LLC","FIXED","Y","G03241","TERMIN","1979-01-01","47.6","182","28.355982","-93.955105"
"29040","1","JA","Sanare Energy Partners, LLC","FIXED","Y","G13563","TERMIN","1996-04-29","30.3","71","28.9240605","-93.15463911"
"1641","1","1","Sanare Energy Partners, LLC","CAIS","N","G23730","TERMIN","2005-01-26","21.5","26","29.70266672","-93.53982432"
"1641","2","G","Sanare Energy Partners, LLC","FIXED","Y","G23730","TERMIN","2005-10-06","20.8","26","29.70257243","-93.54003332"
"1639","1","2","Sanare Energy Partners, LLC","CAIS","N","G21534","TERMIN","2005-01-29","21.5","34","29.64665093","-93.56543151"
"783","1","B","Sanare Energy Partners, LLC","FIXED","N","G11383","TERMIN","2000-09-09","25.9","177","28.40485287","-93.94137798"
"1252","1","B","Sanare Energy Partners, LLC","FIXED","N","G21532","TERMIN","2003-05-24","23.2","34","29.65248163","-93.5690095"
"1398","1","2","Sanare Energy Partners, LLC","CAIS","N","G21532","TERMIN","2003-11-21","22.7","34","29.66092992","-93.56682698"
"1653","1","2","Sanare Energy Partners, LLC","CAIS","N","G23730","TERMIN","2005-03-13","21.4","26","29.70590878","-93.53052634"
"2050","1","A","Sanare Energy Partners, LLC","FIXED","N","G22268","TERMIN","2007-07-07","19.1","165","28.41132767","-93.88791867"
"2119","1","3","Sanare Energy Partners, LLC","CAIS","N","G21534","TERMIN","2008-07-17","18.1","37","29.63230887","-93.5656406"
"2275","1","D","Sanare Energy Partners, LLC","FIXED","Y","G25937","TERMIN","2009-10-03","16.9","55","29.33651852","-92.98828894"
"2469","1","B","Sanare Energy Partners, LLC","FIXED","N","G32207","RELINQ","2012-05-07","14.3","242","28.25926368","-91.06088608"
"21337","3","A-AUX2","Avocet LNG, LLC","FIXED","Y","G01997","TERMIN","1977-01-01","49.6","44","29.396268","-93.25159"
"20281","1","23","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1960-01-01","66.6","35","28.970884","-89.241993"
"20284","1","38","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1961-01-01","65.6","55","28.965606","-89.252423"
"20292","1","49","Nugulf Operating, L.L.C.","FIXED","N","00353","TERMIN","1958-01-01","68.6","36","28.978209","-89.24597"
"20297","1","5 Z","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1959-01-01","67.6","45","28.976433","-89.248071"
"20300","1","9 Z","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1959-01-01","67.6","35","28.97458","-89.246045"
"20302","1","Z","Nugulf Operating, L.L.C.","FIXED","Y","00694","TERMIN","1960-01-01","66.6","75","28.969785","-89.245275"
"20312","1","13 V","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1966-01-01","60.6","65","28.971302","-89.266766"
"20313","1","10","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1961-01-01","65.6","40","28.974491","-89.241906"
"20314","1","12","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1960-01-01","66.6","35","28.971236","-89.26264"
"20315","1","15","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1960-01-01","66.6","40","28.970951","-89.24612"
"20316","1","16","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1960-01-01","66.6","35","28.974646","-89.250172"
"20317","1","21 V","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1960-01-01","66.6","35","28.968475","-89.266812"
"20318","1","18","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1960-01-01","66.6","35","28.967585","-89.262702"
"20359","1","66","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1962-01-01","64.6","55","28.962832","-89.26305"
"20360","1","A71","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1962-01-01","64.6","45","28.965617","-89.244511"
"20366","1","130","Nugulf Operating, L.L.C.","FIXED","N","00353","TERMIN","1964-01-01","62.6","36","28.979663","-89.264674"
"20399","1","93","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1967-01-01","59.6","50","28.972683","-89.257287"
"20400","1","79","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1964-01-01","62.6","45","28.968552","-89.262495"
"20403","1","24","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1960-01-01","66.6","60","28.967321","-89.246195"
"20405","1","A17","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1960-01-01","66.6","35","28.971169","-89.259814"
"20407","1","1 V","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1959-01-01","67.6","36","28.976691","-89.264579"
"20478","1","AA WEST","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1960-01-01","66.6","65","28.96232","-89.238668"
"20478","2","AA East","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1960-01-01","66.6","65","28.96260697","-89.23792"
"20544","1","37","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1961-01-01","65.6","35","28.9607","-89.238077"
"20546","1","33","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1960-01-01","66.6","35","28.964792","-89.237679"
"20547","1","60","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1962-01-01","64.6","65","28.964773","-89.236522"
"20549","1","99","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1968-01-01","58.6","35","28.966156","-89.229344"
"20550","1","30","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1960-01-01","66.6","50","28.961594","-89.246326"
"20681","1","48","Nugulf Operating, L.L.C.","FIXED","N","00694","TERMIN","1967-01-01","59.6","70","28.962224","-89.252493"
"2027","1","A","Bennu Oil & Gas, LLC","FIXED","Y","G27532","TERMIN","2007-07-15","19.1","477","27.8930966","-94.32367099"
"24139","1","102(T) (SL 1012","Whitney Oil & Gas, LLC","CAIS","N","00353","TERMIN","1968-01-01","58.6","36","28.98208683","-89.26059005"
"24140","1","160 (SL 1012)","Whitney Oil & Gas, LLC","CAIS","N","00353","TERMIN","1968-01-01","58.6","36","28.986981","-89.235785"
"24249","1","257(SL 1012)","Whitney Oil & Gas, LLC","WP","N","00353","TERMIN","1987-01-01","39.6","37","28.98732499","-89.24655966"
"24250","1","225 (SL 1012)T","Whitney Oil & Gas, LLC","WP","N","00353","TERMIN","1975-01-01","51.6","48","28.98788823","-89.24069244"
"24251","1","85(SL 1012)(w)","Whitney Oil & Gas, LLC","WP","N","00353","TERMIN","1974-01-01","52.6","43","28.98440146","-89.26277242"
"24252","1","98(SL 1012)(M)","Whitney Oil & Gas, LLC","WP","N","00353","TERMIN","1977-01-01","49.6","47","28.9818061","-89.26577837"
"24253","1","271(SL 1012)M","Whitney Oil & Gas, LLC","WP","N","00353","TERMIN","1977-01-01","49.6","45","28.9824498","-89.22475996"
"20278","1","35-SL 1011","Whitney Oil & Gas, LLC","FIXED","N","00352","TERMIN","1959-01-01","67.6","35","28.98158704","-89.27329902"
"31029","1","47(SL 1012)","Whitney Oil & Gas, LLC","CAIS","N","00353","TERMIN","1966-01-01","60.6","38","28.98486531","-89.24581925"
"31028","1","52 (SL1012)T","Whitney Oil & Gas, LLC","CAIS","N","00353","TERMIN","1962-01-01","64.6","36","28.98493137","-89.24994667"
"22383","1","CB","Talos Energy Offshore LLC","FIXED","N","G02316","TERMIN","1980-01-01","46.6","40","28.989249","-91.863618"
"32030","1","A","Talos Energy Offshore LLC","FIXED","Y","G11881","TERMIN","1996-08-10","30","180","28.44849806","-92.50992514"
"90020","1","CD/FMER CAIS.#1","Talos Energy Offshore LLC","FIXED","N","G02316","TERMIN","1998-08-05","28","60","29.002","-91.877"
"1281","1","A","Talos Energy Offshore LLC","CAIS","N","G18054","TERMIN","2003-04-21","23.3","60","28.84680452","-90.68844742"
"1342","1","B","Talos Energy Offshore LLC","FIXED","Y","G18054","TERMIN","2003-11-10","22.8","59","28.84488184","-90.69391569"
"1745","1","B","Talos Energy Offshore LLC","CAIS","Y","G22738","TERMIN","2005-11-08","20.8","64","28.76955709","-90.74085664"
"2018","1","C","Talos Energy Offshore LLC","CAIS","N","G22738","TERMIN","2007-06-06","19.2","63","28.77455346","-90.73364092"
"2594","1","C","Talos Energy Offshore LLC","FIXED","N","G33604","TERMIN","2014-08-21","12","188","28.41478296","-92.48895825"
"20219","1","A","Renaissance Offshore, LLC","FIXED","Y","G01604","TERMIN","1972-01-01","54.6","373","28.587231","-89.6998"
"20604","1","B","Renaissance Offshore, LLC","FIXED","Y","00829","RELINQ","1969-01-01","57.6","110","28.492212","-91.099923"
"20622","1","A-QRT","Renaissance Offshore, LLC","FIXED","Y","00829","RELINQ","1969-01-01","57.6","112","28.507043","-91.101953"
"20622","2","A-PRD","Renaissance Offshore, LLC","FIXED","Y","00829","RELINQ","1970-01-01","56.6","112","28.506768","-91.101953"
"20622","3","A-CMP","Renaissance Offshore, LLC","FIXED","Y","00829","RELINQ","1973-01-01","53.6","112","28.507043","-91.102264"
"21476","1","A","Renaissance Offshore, LLC","FIXED","Y","G01034","RELINQ","1968-01-01","58.6","180","28.356955","-91.088269"
"21477","1","B","Renaissance Offshore, LLC","FIXED","Y","G01034","RELINQ","1971-01-01","55.6","178","28.356369","-91.069778"
"21665","1","B","Renaissance Offshore, LLC","FIXED","Y","G01036","TERMIN","1972-01-01","54.6","205","28.334738","-91.194185"
"619","1","A","Renaissance Offshore, LLC","FIXED","N","G14585","TERMIN","2000-03-02","26.4","240","29.32724991","-88.24009019"
"1076","1","A","Renaissance Offshore, LLC","FIXED","Y","G15349","RELINQ","2002-12-13","23.7","460","28.08805437","-90.67218588"
"2537","1","DD","Renaissance Offshore, LLC","CAIS","N","G34355","RELINQ","2013-12-24","12.6","45","29.11922218","-89.56113344"
"24201","1","A","High Point Gas Gathering, L.L.C.","FIXED","Y","G09743","TERMIN","1995-07-27","31","673","29.16740033","-88.45586715"
"20928","1","A","Transcontinental Gas Pipe Line Company, LLC","FIXED","N","00558","TERMIN","1958-01-01","68.6","27","29.300422","-92.395344"
"21929","2","Junction","Transcontinental Gas Pipe Line Company, LLC","FIXED","N","G02279","TERMIN","1980-01-01","46.6","193","28.41118287","-92.05439075"
"1855","1","B","Arena Offshore, LP","FIXED","Y","G36211","EXPIR","2006-04-10","20.3","252","28.25529001","-91.43369287"
"1946","1","1","Arena Offshore, LP","CAIS","N","G27851","TERMIN","2007-01-24","19.5","23","29.28573067","-92.20606215"
"2208","1","2","Arena Offshore, LP","CAIS","N","G27851","TERMIN","2008-10-16","17.8","23","29.26056512","-92.20380517"
"2233","1","E","Arena Offshore, LP","FIXED","N","G02955","TERMIN","2009-06-13","17.2","178","29.41988333","-88.59310084"
"2234","1","D","Arena Offshore, LP","FIXED","N","G02955","TERMIN","2009-06-13","17.2","176","29.43413937","-88.57574942"
"2346","1","JE","Arena Offshore, LP","CAIS","N","00796","TERMIN","2010-04-09","16.3","25","29.06317729","-91.44833501"
"2370","1","E","Arena Offshore, LP","CAIS","N","G31369","TERMIN","2010-03-06","16.4","26","29.08160619","-91.48825921"
"1958","1","3","Matagorda Island Gas Operations,LLC","CAIS","N","G03096","TERMIN","2007-02-27","19.5","75","28.04181371","-96.57569825"
"1950","1","2","Matagorda Island Gas Operations,LLC","CAIS","N","G03096","TERMIN","2006-06-11","20.2","72","28.03386318","-96.5764048"
"1976","1","4","Matagorda Island Gas Operations,LLC","CAIS","N","G03096","TERMIN","2007-03-01","19.4","72","28.02690776","-96.58366572"
"1985","1","7","Matagorda Island Gas Operations,LLC","CAIS","N","G03091","TERMIN","2007-05-18","19.2","74","28.0614146","-96.5522601"
"2127","1","D","Matagorda Island Gas Operations,LLC","FIXED","N","G04139","TERMIN","2008-05-15","18.2","72","28.0420848","-96.60496724"
"2161","1","8","Matagorda Island Gas Operations,LLC","CAIS","N","G03091","TERMIN","2008-07-03","18.1","75","28.07304345","-96.56643707"
"2178","1","9","Matagorda Island Gas Operations,LLC","CAIS","N","G03091","TERMIN","2008-07-11","18.1","75","28.08733667","-96.54329571"
"20739","1","B","Kinetica Partners, LLC","FIXED","Y","G02105","TERMIN","1972-01-01","54.6","214","28.342558","-91.537566"
"20917","2","A-CG","Kinetica Partners, LLC","FIXED","N","00437","TERMIN","1958-01-01","68.6","108","28.704729","-91.764334"
"21830","1","CA","Talos Energy Offshore LLC","FIXED","Y","G02316","TERMIN","1973-01-01","53.6","40","28.990786","-91.874465"
"21830","2","A-PRD","Talos Energy Offshore LLC","FIXED","Y","G02316","TERMIN","1978-01-01","48.6","40","28.990648","-91.87462"
"22085","1","A","Talos Energy Offshore LLC","FIXED","Y","G02130","TERMIN","1978-01-01","48.6","190","28.422152","-91.973082"
"22085","2","A-PRD","Talos Energy Offshore LLC","FIXED","Y","G02130","TERMIN","1978-01-01","48.6","190","28.421841","-91.97308"
"674","1","25","Cox Operating, L.L.C.","FIXED","N","G01351","RELINQ","2000-02-20","26.5","25","29.68297973","-93.74735992"
"1867","1","GB","Cox Operating, L.L.C.","CAIS","N","00263","RELINQ","2006-05-27","20.2","51","28.99189028","-90.2421021"
"2107","1","37","Cox Operating, L.L.C.","CAIS","N","00385","RELINQ","2007-09-01","18.9","38","29.14780122","-89.61130261"
"2129","1","18","Cox Operating, L.L.C.","CAIS","N","00384","RELINQ","2008-04-20","18.3","37","29.13637703","-89.55453818"
"2468","1","B","Cox Operating, L.L.C.","FIXED","N","G04473","RELINQ","2012-11-01","13.8","41","29.13413305","-89.5423115"
"2535","1","19","Cox Operating, L.L.C.","CAIS","N","00384","RELINQ","2014-04-02","12.4","35","29.1456123","-89.57257283"
"2569","1","J","Cox Operating, L.L.C.","FIXED","N","00385","RELINQ","2014-03-06","12.4","43","29.13597158","-89.61064369"
"2570","1","C","Cox Operating, L.L.C.","FIXED","N","G32257","TERMIN","2014-12-14","11.7","200","29.357874","-88.26519037"
"22296","1","G","Arena Offshore, LP","FIXED","Y","G35951","TERMIN","1979-01-01","47.6","211","28.804811","-89.801788"
"23848","1","A","Arena Offshore, LP","FIXED","Y","G05052","RELINQ","1990-01-01","36.6","467","28.783336","-89.242226"
"20848","1","JB24","Arena Offshore, LP","FIXED","Y","00796","TERMIN","1971-01-01","55.6","25","29.051333","-91.448634"
"20849","1","JC19","Arena Offshore, LP","FIXED","N","00796","TERMIN","1961-01-01","65.6","23","29.055419","-91.452457"
"20850","1","18","Arena Offshore, LP","FIXED","N","00796","TERMIN","1961-01-01","65.6","23","29.059544","-91.452462"
"20854","1","13","Arena Offshore, LP","FIXED","N","00796","TERMIN","1960-01-01","66.6","23","29.06318","-91.448335"
"20870","2","B-PRD","Arena Offshore, LP","FIXED","Y","00796","TERMIN","1961-01-01","65.6","23","29.06096","-91.446298"
"20870","3","C-CMP","Arena Offshore, LP","FIXED","Y","00796","TERMIN","1962-01-01","64.6","23","29.061922","-91.446456"
"20870","4","D-QTR","Arena Offshore, LP","FIXED","Y","00796","TERMIN","1962-01-01","64.6","23","29.06192222","-91.44645573"
"22679","1","A","Arena Offshore, LP","FIXED","Y","G03332","TERMIN","1982-01-01","44.6","268","28.177835","-91.732779"
"23027","1","D","Arena Offshore, LP","FIXED","Y","G03783","TERMIN","1984-01-01","42.6","298","28.136093","-91.666895"
"23961","1","B","Arena Offshore, LP","FIXED","N","G05505","RELINQ","1991-01-01","35.6","123","28.588273","-91.524652"
"10074","1","A","Arena Offshore, LP","FIXED","Y","G02366","TERMIN","1976-01-01","50.6","173","28.255102","-94.208829"
"10088","2","C-AUX","Arena Offshore, LP","FIXED","Y","G02697","TERMIN","1979-01-01","47.6","200","28.049029","-94.438226"
"26111","1","38","Arena Offshore, LP","CAIS","N","00796","TERMIN","1995-01-12","31.6","25","29.05788221","-91.46980803"
"26111","2","JD","Arena Offshore, LP","CAIS","N","00796","TERMIN","2008-04-05","18.4","25","29.0579619","-91.4698676"
"753","1","A","Arena Offshore, LP","FIXED","N","G00977","RELINQ","2000-07-30","26","108","28.61276672","-91.46160156"
"1711","1","1","Arena Offshore, LP","CAIS","N","G21592","TERMIN","2005-06-05","21.2","25","29.29530942","-92.17882915"
"1685","1","F","Arena Offshore, LP","FIXED","N","G01106","TERMIN","2005-08-08","21","294","28.71137746","-89.70182855"
"21786","7","CC","Chevron U.S.A. Inc.","FIXED","N","00814","RELINQ","1961-01-01","65.6","26","28.859491","-91.130599"
"21786","1","CQRTS","Chevron U.S.A. Inc.","FIXED","N","00814","RELINQ","1973-01-01","53.6","26","28.85937","-91.130693"
"21786","2","B","Chevron U.S.A. Inc.","FIXED","Y","00814","RELINQ","1961-01-01","65.6","26","28.85937","-91.13038"
"21786","4","CA","Chevron U.S.A. Inc.","FIXED","N","00814","RELINQ","1961-01-01","65.6","26","28.859645","-91.130692"
"21786","5","11","Chevron U.S.A. Inc.","CAIS","N","00814","RELINQ","1961-01-01","65.6","26","28.85992","-91.130692"
"21786","8","D","Chevron U.S.A. Inc.","FIXED","Y","00814","RELINQ","1989-01-01","37.6","26","28.859204","-91.131668"
"21788","1","CB","Chevron U.S.A. Inc.","CAIS","N","00814","RELINQ","1960-01-01","66.6","20","28.85638209","-91.12250607"
"21788","2","CP","Chevron U.S.A. Inc.","FIXED","N","00814","RELINQ","1986-01-01","40.6","20","28.85629383","-91.12234383"
"21960","1","A","Chevron U.S.A. Inc.","FIXED","Y","G02923","TERMIN","1976-01-01","50.6","232","28.274631","-91.092698"
"23578","1","DA","Chevron U.S.A. Inc.","FIXED","N","G07750","RELINQ","1989-01-01","37.6","22","28.879032","-91.174234"
"23580","1","42","Chevron U.S.A. Inc.","CAIS","N","00814","RELINQ","1989-01-01","37.6","23","28.859931","-91.121811"
"21037","3","E-AUX","Chevron U.S.A. Inc.","FIXED","Y","G01146","RELINQ","1981-01-01","45.6","132","28.576831","-92.461162"
"21037","4","G","Chevron U.S.A. Inc.","FIXED","N","G01146","RELINQ","2007-05-11","19.3","132","28.57733761","-92.46073164"
"20108","1","B","Chevron U.S.A. Inc.","FIXED","Y","00385","RELINQ","1952-01-01","74.6","38","29.14719","-89.607103"
"20182","1","D","Chevron U.S.A. Inc.","FIXED","Y","00385","RELINQ","1952-01-01","74.6","39","29.137757","-89.595909"
"20183","1","C","Chevron U.S.A. Inc.","FIXED","N","00385","RELINQ","1952-01-01","74.6","39","29.129681","-89.605154"
"20184","1","CD","Chevron U.S.A. Inc.","FIXED","N","00385","RELINQ","1963-01-01","63.6","42","29.125855","-89.61179694"
