"COMPLEX_ID_NUM","STRUCTURE_NUMBER","REMOVAL_DISPOSITION"
"23614","1",""
"23615","1","To Shore"
"23616","1","To Shore"
"23617","1",""
"23618","1",""
"23619","1",""
"23620","1",""
"23620","2",""
"23621","1","To Shore"
"23622","1",""
"23623","1",""
"23623","2",""
"23624","1","To Shore"
"23625","1",""
"23626","1",""
"23627","1","Reuse"
"23628","1","To Shore"
"23629","1","To Shore"
"23630","1",""
"23632","1",""
"23633","1","To Shore"
"23633","2",""
"23634","1",""
"23635","1","To Shore"
"23636","1",""
"23637","1","To Shore"
"23638","1","To Shore"
"23639","1","Rigs-to-Reef"
"23640","1",""
"23641","1",""
"23642","1",""
"23643","1",""
"23644","1","To Shore"
"23645","1","To Shore"
"23646","1","To Shore"
"23647","1",""
"23648","1",""
"23649","1","To Shore"
"23650","1",""
"23651","1",""
"23652","1",""
"23653","1","Rigs-to-Reef"
"23653","2","Rigs-to-Reef"
"23654","1",""
"23654","2",""
"23655","1","To Shore"
"23656","1",""
"23657","1",""
"23658","1",""
"23659","1","To Shore"
"23659","2","To Shore"
"23661","1",""
"23662","1",""
"23663","1","Rigs-to-Reef"
"23665","1",""
"23667","1",""
"23668","1",""
"23669","1",""
"23670","1",""
"23671","1",""
"23672","1","To Shore"
"23672","2","To Shore"
"23675","1",""
"23675","2",""
"23676","1","To Shore"
"23676","2","To Shore"
"23677","1","To Shore"
"23678","1",""
"23678","2",""
"23678","3",""
"23678","4",""
"23679","1",""
"23680","1","To Shore"
"23681","1",""
"23682","1",""
"23684","1","To Shore"
"23685","1",""
"23686","1","To Shore"
"23687","1","To Shore"
"23688","1",""
"23689","1","To Shore"
"23690","1",""
"23691","1",""
"23692","1",""
"23693","1","To Shore"
"23694","1","To Shore"
"23695","1",""
"23696","1",""
"23697","1",""
"23698","1","To Shore"
"23699","1","To Shore"
"23700","1",""
"23700","2",""
"23701","1",""
"23702","1",""
"23703","1",""
"23704","1",""
"23705","1","To Shore"
"23706","1",""
"23708","1",""
"23710","1","Rigs-to-Reef"
"23711","1",""
"23712","1",""
"23712","2",""
"23712","3",""
"23713","1",""
"23714","1","To Shore"
"23715","1","To Shore"
"23716","1",""
"23716","2",""
"23717","1","Rigs-to-Reef"
"23718","1","To Shore"
"23719","1",""
"23720","1",""
"23722","1",""
"23723","1","To Shore"
"23724","1","Rigs-to-Reef"
"23725","1",""
"23726","1","To Shore"
"23727","1",""
"23728","1",""
"23729","1",""
"23730","1","To Shore"
"23731","1",""
"23732","1",""
"23733","1",""
"23734","1",""
"23735","1",""
"23736","1","To Shore"
"23736","2","To Shore"
"23737","1","To Shore"
"23738","1",""
"23739","1","To Shore"
"23740","1","To Shore"
"23741","1","To Shore"
"23743","1",""
"23744","1",""
"23745","1",""
"23746","1","To Shore"
"23747","1",""
"23748","1","To Shore"
"23749","1",""
"23750","1",""
"23751","1",""
"23752","1",""
"23753","1",""
"23754","1","Rigs-to-Reef"
"23755","1",""
"23756","1","Rigs-to-Reef"
"23757","1",""
"23759","1","To Shore"
"23760","1","Rigs-to-Reef"
"23763","1","To Shore"
"23763","2","To Shore"
"23765","1",""
"23766","1","To Shore"
"23768","1",""
"23771","1",""
"23775","1",""
"23776","1","To Shore"
"23777","1","To Shore"
"23778","1","To Shore"
"23780","1","To Shore"
"23781","1",""
"23782","1",""
"23783","1","To Shore"
"23784","1","To Shore"
"23787","1","To Shore"
"23791","1",""
"23793","1",""
"23794","1","To Shore"
"23795","1",""
"23797","1",""
"23798","1",""
"23799","1",""
"23802","1","To Shore"
"23803","1",""
"23805","1","To Shore"
"23805","2","To Shore"
"23806","1","To Shore"
"23807","1","To Shore"
"23808","1","To Shore"
"23809","1","To Shore"
"23810","1","To Shore"
"23810","2",""
"23811","1","To Shore"
"23812","1",""
"23813","1","Rigs-to-Reef"
"23814","1",""
"23816","1","To Shore"
"23817","1","To Shore"
"23818","1","Rigs-to-Reef"
"23819","1","Rigs-to-Reef"
"23820","1",""
"23820","2",""
"23820","3",""
"23821","1","To Shore"
"23821","2","To Shore"
"23821","3","To Shore"
"23823","1","To Shore"
"23824","1",""
"23825","1",""
"23827","1","To Shore"
"23829","1","To Shore"
"23829","2","To Shore"
"23830","1",""
"23831","1","To Shore"
"23832","1",""
"23833","1","To Shore"
"23834","1","To Shore"
"23835","1","Rigs-to-Reef"
"23837","1",""
"23838","1",""
"23840","1","To Shore"
"23841","1",""
"23842","1","To Shore"
"23843","1","To Shore"
"23844","1",""
"23844","2",""
"23845","1",""
"23847","1","To Shore"
"23854","1","To Shore"
"23855","1",""
"23856","1","To Shore"
"23857","1",""
"23858","1",""
"23859","1","Rigs-to-Reef"
"23860","1",""
"23861","1",""
"23862","1",""
"23864","1","To Shore"
"23866","1",""
"23867","1","To Shore"
"23869","1","Rigs-to-Reef"
"23870","1","To Shore"
"23871","1","To Shore"
"23874","3",""
"23874","5",""
"23878","1","To Shore"
"23879","1","To Shore"
"23882","1",""
"23884","1",""
"23885","1",""
"23886","1","To Shore"
"23886","2","To Shore"
"23888","1","To Shore"
"23890","1","To Shore"
"23890","2","To Shore"
"23891","1","Rigs-to-Reef"
"23892","1",""
"23898","1","To Shore"
"23899","1","To Shore"
"23900","1","To Shore"
"23901","1","To Shore"
"23902","1","To Shore"
"23903","1","To Shore"
"23904","1","To Shore"
"23905","1","Rigs-to-Reef"
"23908","1","To Shore"
"23908","2","To Shore"
"23908","3","To Shore"
"23910","1",""
"23910","2",""
"23911","1",""
"23912","1",""
"23913","1",""
"23914","1","To Shore"
"23915","1","Rigs-to-Reef"
"23916","1","To Shore"
"23917","1",""
"23918","1",""
"23919","1","To Shore"
"23920","1",""
"23922","1","To Shore"
"23923","1","To Shore"
"23924","1","To Shore"
"23925","1","To Shore"
"23926","1","To Shore"
"23927","1","To Shore"
"23928","1","Reuse"
"23929","1","Rigs-to-Reef"
"23930","1","To Shore"
"23930","2","To Shore"
"23931","1","To Shore"
"23933","1",""
"23935","1","To Shore"
"23936","1","To Shore"
"23937","1",""
"23938","1","To Shore"
"23940","1","Reuse"
"23941","1",""
"23942","1","To Shore"
"23943","1",""
"23944","1",""
"23945","1",""
"23946","1",""
"23947","1",""
"23948","1",""
"23949","1","Rigs-to-Reef"
"23950","1","To Shore"
"23951","1",""
"23952","1","To Shore"
"23953","1",""
"23954","1","Rigs-to-Reef"
"23955","1","Rigs-to-Reef"
"23956","1",""
"23957","1","To Shore"
"23960","1",""
"23963","1",""
"23964","1","To Shore"
"23965","1","To Shore"
"23967","1","To Shore"
"23968","1","To Shore"
"23971","1","To Shore"
"23973","1","To Shore"
"23974","1","To Shore"
"23977","1","To Shore"
"23979","1","To Shore"
"23980","1","To Shore"
"23981","1",""
"23987","1","To Shore"
"23989","1","To Shore"
"23990","1","To Shore"
"23991","1",""
"23993","1","To Shore"
"23998","1",""
"24000","1",""
"24001","1",""
"24002","1","To Shore"
"24007","1",""
"24009","1","To Shore"
"24010","1",""
"24010","2",""
"24011","1","To Shore"
"24012","1","To Shore"
"24014","1","To Shore"
"24015","1","To Shore"
"24017","1","To Shore"
"24020","1",""
"24021","1","Rigs-to-Reef"
"24022","1",""
"24025","1","To Shore"
"24026","1",""
"24028","1","To Shore"
"24029","1",""
"24031","1",""
"24032","1","To Shore"
"24033","1","To Shore"
"24034","1","To Shore"
"24035","1","To Shore"
"24036","1","Reuse"
"24037","1",""
"24040","1","To Shore"
"24041","1",""
"24043","1","To Shore"
"24044","1",""
"24046","1","To Shore"
"24047","1","To Shore"
"24048","1","To Shore"
"24049","1","To Shore"
"24050","1","Rigs-to-Reef"
"24051","1","Rigs-to-Reef"
"24052","1",""
"24054","1",""
"24056","1",""
"24057","1","To Shore"
"24059","1","To Shore"
"24060","1",""
"24062","1","To Shore"
"24063","1","To Shore"
"24064","1",""
"24065","1","To Shore"
"24068","1",""
"24069","1","To Shore"
"24071","1","To Shore"
"24072","1","To Shore"
"24073","1","To Shore"
"24074","1","To Shore"
"24077","1","To Shore"
"24078","1",""
"24079","1",""
"24081","1","To Shore"
"24082","1","To Shore"
"24083","1","To Shore"
"24084","1",""
"24086","1",""
"24087","1","Rigs-to-Reef"
"24089","1","Rigs-to-Reef"
"24090","1",""
"24091","1",""
"24092","1","To Shore"
"24093","1","To Shore"
"24094","1","Rigs-to-Reef"
"24095","1","To Shore"
"24097","1",""
"24098","1","To Shore"
"24099","1",""
"24100","1","To Shore"
"24101","1","To Shore"
"24106","1","To Shore"
"24107","1","To Shore"
"24109","1",""
"24110","1","Rigs-to-Reef"
"24111","1",""
"24113","1","Rigs-to-Reef"
"24115","1","To Shore"
"24116","1","To Shore"
"24117","1","To Shore"
"24118","1",""
"24125","1",""
"24126","1","To Shore"
"24127","1","To Shore"
"24128","1",""
"24131","1",""
"24132","1","To Shore"
"24133","1",""
"24134","1","To Shore"
"24135","1","To Shore"
"24137","1","Rigs-to-Reef"
"24141","1",""
"24143","1","To Shore"
"24145","1",""
"24147","1","To Shore"
"24148","1","To Shore"
"24149","1","To Shore"
"24150","1","To Shore"
"24151","1",""
"24153","1",""
"24155","1",""
"24156","1","To Shore"
"24160","1","To Shore"
"24161","1","To Shore"
"24161","2","To Shore"
"24162","1","To Shore"
"24163","1",""
"24164","1","To Shore"
"24165","1",""
"24166","1","To Shore"
"24167","1","To Shore"
"24169","1",""
"24170","1",""
"24172","1","To Shore"
"24173","1",""
"24175","1","To Shore"
"24176","1","To Shore"
"24177","1","To Shore"
"24178","1","To Shore"
"24180","1","To Shore"
"24181","1","To Shore"
"24182","1","To Shore"
"24184","1","To Shore"
"24185","1","To Shore"
"24186","1","To Shore"
"24187","1","To Shore"
"24188","1",""
"24189","1","To Shore"
"24190","1",""
"24190","2","To Shore"
"24190","3","To Shore"
"24191","1","To Shore"
"24192","1",""
"24193","1","Rigs-to-Reef"
"24194","1","Rigs-to-Reef"
"24195","1","To Shore"
"24196","1","To Shore"
"24197","1",""
"24200","1","To Shore"
"24202","1","To Shore"
"24204","1","To Shore"
"24205","1",""
"24205","2",""
"24206","1","To Shore"
"24207","1","To Shore"
"24208","1",""
"24212","1",""
"24213","1","To Shore"
"24215","1",""
"24219","1",""
"24220","1",""
"24221","1",""
"24222","1","Rigs-to-Reef"
"24223","1",""
"24225","1",""
"24226","1","To Shore"
"24230","1",""
"24233","1","To Shore"
"24234","1","To Shore"
"24235","1","Rigs-to-Reef"
"24236","1",""
"24242","1","To Shore"
"24246","1","To Shore"
"24247","1","To Shore"
"24248","1",""
"24248","3",""
"24248","4",""
"24248","5",""
"24248","6","To Shore"
"24254","1","To Shore"
"24257","1",""
"24259","1","To Shore"
"24261","1",""
"24262","1","To Shore"
"24264","1",""
"24265","1","Rigs-to-Reef"
"24266","1","Rigs-to-Reef"
"25000","2","To Shore"
"25001","1","To Shore"
"25019","1","To Shore"
"25020","1","To Shore"
"25021","1","To Shore"
"25022","1","To Shore"
"25023","1","To Shore"
"25026","1","To Shore"
"26001","1","To Shore"
"26002","1","To Shore"
"26005","1","To Shore"
"26007","1","To Shore"
"26010","1",""
"26011","1","To Shore"
"26013","1","To Shore"
"26016","1","To Shore"
"26019","1","To Shore"
"26019","2","To Shore"
"26020","1",""
"26021","1",""
"26022","1",""
"26026","1",""
"26027","1","Rigs-to-Reef"
"26029","1","To Shore"
"26030","1","To Shore"
"26031","1","To Shore"
"26032","1","To Shore"
"26034","1","To Shore"
"26035","1",""
"26036","1","To Shore"
"26037","1","To Shore"
"26038","1","To Shore"
"26039","1","To Shore"
"26040","1",""
"26041","1","To Shore"
"26044","1","To Shore"
"26047","1","To Shore"
"26048","1","To Shore"
"26049","1","Rigs-to-Reef"
"26053","1","To Shore"
"26055","1",""
"26056","1",""
"26057","1","To Shore"
"26059","1","To Shore"
"26060","1","To Shore"
"26061","1","To Shore"
"26063","1","To Shore"
"26064","1","To Shore"
"26066","1",""
"26068","1","To Shore"
"26069","1",""
"26071","1","To Shore"
"26072","1","Rigs-to-Reef"
"26074","1",""
"26075","1","To Shore"
"26076","1","To Shore"
"26077","1",""
"26078","1","To Shore"
"26079","1","To Shore"
"26080","1",""
"26081","1","To Shore"
"26082","1","To Shore"
"26083","1","To Shore"
"26085","1","Rigs-to-Reef"
"26087","1","To Shore"
"26088","1","To Shore"
"26089","1","To Shore"
"26091","1","Rigs-to-Reef"
"26092","1",""
"26093","1",""
"26094","1","Rigs-to-Reef"
"26096","1","To Shore"
"26097","1","To Shore"
"26098","1",""
"26099","1",""
"26100","1","To Shore"
"26101","1","To Shore"
"26102","1","To Shore"
"26104","1","To Shore"
"26105","1","To Shore"
"26107","1","To Shore"
"26108","1","To Shore"
"26109","1","To Shore"
"26110","1","To Shore"
"26116","1","To Shore"
"26117","1","To Shore"
"26118","1","To Shore"
"26119","1",""
"26120","1","To Shore"
"26124","1","To Shore"
"26125","1","To Shore"
"26126","1","To Shore"
"26128","1",""
"26129","1","To Shore"
"26133","1","To Shore"
"26133","2","To Shore"
"26135","1","To Shore"
"26136","1","To Shore"
"26140","1","Rigs-to-Reef"
"26141","1","To Shore"
"27001","1","To Shore"
"27002","1","To Shore"
"27003","1","To Shore"
"27004","1",""
"27005","1","To Shore"
"27006","1",""
"27007","1","To Shore"
"27009","1",""
"27010","1","To Shore"
"27011","1","To Shore"
"27012","1",""
"27013","1","To Shore"
"27014","1","Rigs-to-Reef"
"27016","1",""
"27018","1","To Shore"
"27019","1",""
"27022","1","To Shore"
"27023","1",""
"27024","1","Rigs-to-Reef"
"27025","1","Rigs-to-Reef"
"27026","1","To Shore"
"27027","1","To Shore"
"27029","1","To Shore"
"27029","2","To Shore"
"27031","1","To Shore"
"27033","1",""
"27034","1","Rigs-to-Reef"
"27035","1",""
"27045","1","To Shore"
"27048","1","To Shore"
"27049","1","To Shore"
"27050","1","Rigs-to-Reef"
"27051","1","Reuse"
"27052","1","To Shore"
"27053","1","To Shore"
"27055","1",""
"27057","1",""
"27058","1",""
"27060","1","To Shore"
"27061","1","Reuse"
"27062","1","Rigs-to-Reef"
"27063","1","To Shore"
"27065","1","Rigs-to-Reef"
"28001","1","Rigs-to-Reef"
"28003","1","Reuse"
"28004","1",""
"28006","1","To Shore"
"28007","1",""
"28008","1","To Shore"
"28010","1","To Shore"
"28011","1","To Shore"
"28011","2","To Shore"
"28012","1",""
"28014","1","To Shore"
"28015","1",""
"28016","1","To Shore"
"28017","1","Rigs-to-Reef"
"28018","1","To Shore"
"28019","1","To Shore"
"28022","1","To Shore"
"28024","1",""
"28025","1","Rigs-to-Reef"
"28028","1","Reuse"
"28030","1","To Shore"
"28031","1","Rigs-to-Reef"
"28033","1","Rigs-to-Reef"
"28035","1","To Shore"
"28037","1",""
"28038","1",""
"28039","1","Reuse"
"28040","1",""
"28041","1",""
"28042","1",""
"28043","1","To Shore"
"28044","1","To Shore"
"28044","2","To Shore"
"28044","3","To Shore"
"28045","1","To Shore"
"28046","1",""
"28049","1","Rigs-to-Reef"
"28052","1",""
"28054","1","To Shore"
"28055","1",""
"28055","2",""
"28056","1",""
"28057","1","To Shore"
"28058","1",""
"28060","1",""
"28061","1","To Shore"
"29001","1",""
"29002","1","To Shore"
"29003","1","To Shore"
"29006","1","To Shore"
"29008","1","To Shore"
"29010","1",""
"29011","1","To Shore"
"29012","1",""
"29013","1","To Shore"
"29014","1",""
"29015","1",""
"29016","1","To Shore"
"29017","1","To Shore"
"29019","1","To Shore"
"29020","1",""
"29021","1",""
"29022","1",""
"29026","1","To Shore"
"29027","1",""
"29029","1",""
"29030","1","To Shore"
"29032","1","Rigs-to-Reef"
"29033","1",""
"29034","1","To Shore"
"29035","1",""
"29038","1","To Shore"
"29041","1","Rigs-to-Reef"
"29042","1",""
"29044","1","To Shore"
"29045","1","Rigs-to-Reef"
"29046","1","Rigs-to-Reef"
"29047","1","Rigs-to-Reef"
"29048","1","To Shore"
"29049","1","To Shore"
"29050","1","To Shore"
"29051","1","To Shore"
"29052","1","To Shore"
"29052","2","To Shore"
"29052","3","To Shore"
"29053","1","To Shore"
"30001","1",""
"30002","1","To Shore"
"30004","1","To Shore"
"31005","1","To Shore"
"31006","1","To Shore"
"31007","1","To Shore"
"31009","1",""
"31011","1","To Shore"
"31013","1",""
"31015","1",""
"31016","1","To Shore"
"31017","1",""
"31018","1",""
"31019","1",""
"31020","1",""
"31021","1","To Shore"
"31023","1","Rigs-to-Reef"
"31024","1","To Shore"
"31027","1","Reuse"
"31030","1","To Shore"
"31031","1","To Shore"
"31032","1",""
"31033","1","Rigs-to-Reef"
"31034","1",""
"32001","1","Rigs-to-Reef"
"32002","1","To Shore"
"32003","1",""
"32007","1","To Shore"
"32008","1","To Shore"
"32008","2","To Shore"
"32008","3","To Shore"
"32009","1","To Shore"
"32012","1","To Shore"
"32013","1","To Shore"
"32014","1","To Shore"
"32015","1","To Shore"
"32016","1",""
"32017","1","To Shore"
"32018","1","To Shore"
"32021","1",""
"32022","1",""
"32023","1","To Shore"
"32024","1","To Shore"
"32025","1",""
"32028","1","To Shore"
"32029","1",""
"32031","1","To Shore"
"32034","1","To Shore"
"32035","1","To Shore"
"32036","1",""
"32039","1","To Shore"
"32040","1","To Shore"
"32042","1","To Shore"
"32044","1","To Shore"
"33022","1","To Shore"
"33029","1",""
"33031","1",""
"33033","1","To Shore"
"33034","1",""
"33036","1","To Shore"
"33038","1",""
"40000","1","To Shore"
"40001","1","To Shore"
"40004","1",""
"40005","1",""
"40006","1","To Shore"
"40007","1","To Shore"
"40009","1","To Shore"
"40010","1","To Shore"
"40011","1",""
"40012","1","To Shore"
"40013","1","To Shore"
"40014","1","To Shore"
"40016","1",""
"40017","1",""
"50000","1",""
"50001","1","Rigs-to-Reef"
